date,value
1569888000,20.0
1569888302,26.064579
1569888607,27.422823
1569888980,27.434487
1569889305,27.440358
1569889614,27.453664
1569890049,27.472548
1569890614,27.496938
1569890926,27.510427
1569891323,27.527602
1569891662,27.542216
1569892005,27.554853
1569892570,27.569291
1569892971,27.579463
1569893372,27.58959
1569894153,27.609313
1569895200,27.635755
1569895634,27.641113
1569896056,27.636083
1569896695,27.627977
1569897511,27.617665
1569898640,27.603413
1569898985,27.599347
1569899314,27.600727
1569899841,27.608134
1569900781,27.621248
1569901944,27.637503
1569902400,27.643865
1569902824,27.64672
1569903292,27.643162
1569903961,27.637826
1569904853,27.630715
1569906000,27.62157
1569906851,27.620324
1569907419,27.622265
1569908492,27.625094
1569909248,27.627035
1569909600,27.627939
1569910354,27.628881
1569911136,27.628753
1569911918,27.628822
1569913033,27.628786
1569913426,27.62833
1569913882,27.622952
1569914221,27.617633
1569914560,27.612487
1569915101,27.604208
1569916012,27.590276
1569916800,27.578248
1569917359,27.572618
1569918478,27.564174
1569919597,27.557321
1569920400,27.552117
1569920721,27.546495
1569921084,27.529426
1569921648,27.499668
1569922179,27.471768
1569924000,27.376195
1569924313,27.357794
1569924723,27.325147
1569925116,27.292395
1569925509,27.25978
1569926423,27.18388
1569927600,27.086105
1569928145,27.048354
1569928767,27.016442
1569929124,26.997901
1569930240,26.940045
1569931200,26.890328
1569931534,26.876833
1569931860,26.875173
1569932409,26.875699
1569932836,26.875956
1569934286,26.876935
1569934800,26.877289
1569935229,26.872559
1569935816,26.852493
1569936581,26.826083
1569938400,26.763247
1569938775,26.744158
1569939176,26.707377
1569939788,26.649112
1569940421,26.588973
1569941595,26.477467
1569942000,26.439018
1569942532,26.400682
1569943106,26.377109
1569944083,26.336155
1569945048,26.295768
1569945600,26.272708
1569946394,26.241925
1569946897,26.223763
1569948163,26.177427
1569949099,26.143296
1569949475,26.131607
1569949876,26.132928
1569950423,26.139302
1569950886,26.144509
1569952178,26.159111
1569952800,26.166133
1569953187,26.17114
1569953963,26.182
1569955127,26.199237
1569956400,26.21792
1569956847,26.221485
1569957406,26.22046
1569957966,26.218507
1569958657,26.216973
1569959348,26.214969
1569960000,26.213243
1569960798,26.21302
1569962396,26.213781
1569963600,26.214722
1569963947,26.215993
1569964578,26.223068
1569965304,26.231764
1569965861,26.238397
1569967200,26.254362
1569967616,26.268726
1569968076,26.305354
1569968781,26.363043
1569969590,26.429171
1569970780,26.526449
1569971395,26.58086
1569972585,26.690308
1569973775,26.801809
1569974400,26.860285
1569974715,26.884119
1569975042,26.893483
1569975502,26.901519
1569975874,26.908206
1569976641,26.921971
1569977661,26.940279
1569978000,26.946338
1569978324,26.950863
1569978972,26.957863
1569979620,26.962997
1569980572,26.971316
1569981524,26.979566
1569982058,26.989291
1569982975,27.01343
1569983640,27.034077
1569984466,27.057894
1569985200,27.079338
1569985554,27.090922
1569986143,27.115655
1569986659,27.137574
1569987175,27.159511
1569988407,27.211923
1569988800,27.22864
1569989167,27.249363
1569989593,27.289531
1569990246,27.353022
1569990933,27.419641
1569992058,27.52886
1569992400,27.562056
1569992804,27.608539
1569993498,27.713314
1569993923,27.777848
1569994348,27.842507
1569995407,28.003938
1569996000,28.094189
1569996387,28.143743
1569996798,28.171738
1569997135,28.193484
1569997471,28.215421
1569998553,28.286007
1569999600,28.354166
1570000006,28.371589
1570000415,28.369889
1570000920,28.36637
1570001365,28.363426
1570002092,28.358583
1570003200,28.351212
1570003661,28.344647
1570004132,28.332546
1570004603,28.31954
1570005204,28.303816
1570005806,28.287681
1570006565,28.267549
1570007142,28.247446
1570007828,28.212683
1570008324,28.182938
1570008939,28.147789
1570009554,28.112852
1570010400,28.064515
1570010940,28.036035
1570012021,27.981901
1570013103,27.929264
1570014000,27.88518
1570014413,27.86807
1570014895,27.856909
1570015246,27.848979
1570015596,27.841053
1570016376,27.823417
1570017600,27.795766
1570018680,27.765854
1570020840,27.703164
1570021200,27.692416
1570021548,27.675541
1570021853,27.64478
1570022362,27.589049
1570022860,27.534785
1570024259,27.382313
1570024800,27.32337
1570025171,27.292597
1570025703,27.284436
1570026325,27.277464
1570027234,27.267202
1570028144,27.256915
1570028472,27.2532
1570028851,27.245554
1570029413,27.226754
1570029773,27.214825
1570030345,27.195803
1570031384,27.161297
1570032000,27.140848
1570032813,27.129926
1570033356,27.131142
1570033898,27.131258
1570034441,27.130907
1570035240,27.131187
1570035600,27.131258
1570035965,27.140825
1570036287,27.171916
1570036773,27.22286
1570037222,27.269677
1570038770,27.431318
1570039200,27.476151
1570039649,27.518058
1570040548,27.596084
1570041448,27.670095
1570042800,27.783951
1570043155,27.810514
1570043653,27.835909
1570044088,27.857253
1570044522,27.878647
1570045493,27.926403
1570046400,27.971001
1570046955,27.999891
1570048065,28.059162
1570049412,28.13201
1570050000,28.163855
1570051465,28.240948
1570053600,28.353107
1570054391,28.381035
1570054919,28.392303
1570055447,28.404452
1570055974,28.417053
1570056751,28.434883
1570057200,28.445307
1570057532,28.439543
1570057931,28.41813
1570058467,28.378301
1570058852,28.338936
1570059332,28.268282
1570059660,28.197511
1570059984,28.097293
1570060399,27.891036
1570060701,27.661156
1570061113,27.360706
1570061548,27.027404
1570062129,26.580726
1570062652,26.176649
1570063493,25.523598
1570064335,24.881389
1570064807,24.532253
1570065132,24.299628
1570065695,23.913597
1570066662,23.31017
1570068160,22.532252
1570069658,21.931553
1570071156,21.47007
1570071600,21.35511
1570072210,21.209208
1570072890,21.060716
1570073754,20.891495
1570075200,20.646957
1570076040,20.531282
1570077722,20.324818
1570078800,20.216719
1570079175,21.003044
1570079482,23.393505
1570079789,25.661325
1570080146,27.096221
1570080581,27.850422
1570080952,28.035799
1570081287,28.096482
1570081623,28.130404
1570081969,28.156339
1570082400,28.181529
1570082830,28.187734
1570083309,28.190996
1570083823,28.194764
1570084506,28.199759
1570086000,28.210682
1570086816,28.218964
1570088450,28.237074
1570089600,28.250237
1570090062,28.251557
1570090724,28.243508
1570091153,28.238433
1570091838,28.23022
1570092986,28.216488
1570093393,28.210991
1570093779,28.197491
1570094328,28.172048
1570094666,28.156574
1570096174,28.087373
1570096800,28.05868
1570097207,28.039817
1570098213,27.99238
1570099219,27.944828
1570100400,27.889103
1570100981,27.8574
1570102144,27.789969
1570103306,27.720361
1570104000,27.679304
1570104779,27.637088
1570106337,27.554717
1570107600,27.488703
1570107971,27.474089
1570108364,27.472207
1570108924,27.471206
1570109572,27.469892
1570110660,27.467741
1570111200,27.466682
1570111525,27.46903
1570112015,27.484663
1570112433,27.499886
1570112850,27.514756
1570113608,27.542025
1570114554,27.575931
1570114924,27.589001
1570115243,27.591296
1570115712,27.579684
1570116364,27.563177
1570117354,27.538188
1570118343,27.513189
1570118684,27.507525
1570119254,27.504135
1570119824,27.505975
1570120651,27.507043
1570121294,27.50768
1570122000,27.508582
1570122501,27.515501
1570123277,27.539951
1570123651,27.551553
1570124486,27.577667
1570125600,27.612461
1570126121,27.624852
1570127006,27.636382
1570127443,27.642259
1570128928,27.661957
1570129645,27.672772
1570130535,27.688659
1570131708,27.71086
1570132800,27.731327
1570133172,27.740356
1570133602,27.756355
1570134031,27.774118
1570134750,27.802555
1570135315,27.825154
1570136243,27.862198
1570136913,27.892062
1570137940,27.942669
1570138966,27.995262
1570140000,28.047536
1570140564,28.07302
1570140890,28.085903
1570141494,28.109946
1570142098,28.134108
1570143600,28.193991
1570144056,28.203852
1570144649,28.197538
1570145420,28.189393
1570146440,28.178535
1570147200,28.170438
1570148007,28.163749
1570149622,28.151635
1570150800,28.143171
1570151250,28.141002
1570152152,28.137978
1570153386,28.135028
1570154400,28.132534
1570154802,28.136582
1570155340,28.156423
1570155834,28.175529
1570156186,28.189001
1570157061,28.222852
1570158000,28.258996
1570159069,28.310051
1570161207,28.417261
1570161600,28.437456
1570162128,28.460493
1570163024,28.490599
1570163483,28.506229
1570165200,28.564458
1570165647,28.582164
1570166541,28.620613
1570167435,28.661144
1570168800,28.721762
1570169105,28.732261
1570169744,28.72785
1570170447,28.720341
1570171336,28.710856
1570172400,28.699549
1570172791,28.68992
1570173208,28.666628
1570173791,28.632822
1570175107,28.556666
1570176000,28.505037
1570176466,28.470361
1570177072,28.408697
1570177480,28.367175
1570178212,28.292719
1570179600,28.15161
1570180036,28.109864
1570180908,28.029501
1570182023,27.929483
1570183200,27.82318
1570183696,27.787087
1570184235,27.764334
1570184564,27.75001
1570185160,27.724277
1570186047,27.685964
1570186800,27.653432
1570187263,27.637099
1570187881,27.624062
1570188254,27.616057
1570188889,27.602572
1570189894,27.581171
1570190400,27.570413
1570190846,27.567574
1570191332,27.578649
1570191642,27.585655
1570192101,27.596019
1570193173,27.620242
1570194000,27.638936
1570195758,27.683644
1570197600,27.730933
1570197956,27.736576
1570198360,27.729993
1570198660,27.724083
1570198960,27.718297
1570199671,27.704625
1570200858,27.68171
1570201200,27.67512
1570202280,27.644956
1570204440,27.579746
1570204800,27.568367
1570205229,27.56415
1570205675,27.578722
1570206363,27.601603
1570207575,27.641916
1570208400,27.669321
1570208809,27.689575
1570209425,27.742375
1570209742,27.769818
1570210299,27.817915
1570212000,27.964899
1570212314,27.989811
1570212848,28.017973
1570213342,28.042524
1570213835,28.067177
1570215026,28.126514
1570215600,28.15511
1570216115,28.171317
1570216774,28.174962
1570217094,28.176932
1570217912,28.181826
1570219088,28.188861
1570222309,28.213788
1570222800,28.217626
1570223468,28.218781
1570223845,28.216959
1570224649,28.213798
1570225264,28.211354
1570226400,28.206805
1570227817,28.212699
1570230000,28.224619
1570230801,28.238693
1570232404,28.271663
1570233600,28.297652
1570234064,28.304657
1570234741,28.307691
1570235160,28.309721
1570235888,28.313073
1570236993,28.318241
1570237791,28.319988
1570238973,28.319793
1570240156,28.31865
1570240800,28.318003
1570241225,28.315753
1570242075,28.308195
1570242925,28.298448
1570244400,28.282993
1570245231,28.276883
1570246894,28.266494
1570248000,28.260081
1570248347,28.259623
1570248959,28.265853
1570249614,28.273284
1570250135,28.279114
1570251600,28.295634
1570252095,28.303183
1570253086,28.320151
1570254360,28.343501
1570255200,28.358872
1570255576,28.365718
1570256206,28.379654
1570256836,28.39414
1570257892,28.41785
1570258800,28.438444
1570259275,28.445985
1570259941,28.44894
1570260350,28.450925
1570261072,28.454251
1570262146,28.459274
1570262973,28.455156
1570264119,28.437146
1570264973,28.420406
1570266000,28.401987
1570266311,28.394979
1570266762,28.375016
1570267227,28.352978
1570267691,28.331092
1570269218,28.25898
1570269600,28.240965
1570270058,28.22685
1570270974,28.207158
1570271890,28.193252
1570273091,28.171594
1570274119,28.145031
1570275958,28.090066
1570276800,28.063681
1570277692,28.029966
1570279477,27.958495
1570280400,27.920652
1570280725,27.909311
1570281377,27.889614
1570282169,27.868779
1570283483,27.832691
1570284000,27.818432
1570284820,27.785086
1570286460,27.710623
1570287600,27.656707
1570288343,27.612007
1570289831,27.515109
1570291200,27.42304
1570291533,27.408666
1570291956,27.4181
1570292544,27.436703
1570293266,27.459243
1570294423,27.495414
1570294800,27.507182
1570295179,27.524318
1570295672,27.563632
1570296035,27.593361
